what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui",1326242589019
started,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1326242589245
started,bundle,org.eclipse.wst.xsl.ui,1.1.200.v201103082057,"org.eclipse.wst.xsl.ui",1326242589263
opened,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1326242589281
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1326242589328
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326242589359
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1326242593067
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1326242594848
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1326242600824
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326242614369
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326249214094
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326249219063
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326249221534
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326249222379
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326250380042
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1326250382546
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326250384432
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326250388027
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326250392923
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326250393849
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1326250393861
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326250394810
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326250405888
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ResourceNavigator",1326250407910
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1326250409386
error,log,,,"Internal Error",1326250409689
error,log,,,"Internal Error",1326250409691
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326250423160
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326250424906
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1326250424918
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326250427926
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326250428899
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1326250428911
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1326250434360
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ResourceNavigator",1326250439181
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326250442711
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326250456595
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326250461235
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326250464550
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326250468338
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326250469820
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326250483125
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326250487227
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326250494452
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326250497448
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326250502480
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326250508788
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326250514237
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326250515233
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1326250515244
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1326250515246
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326250521135
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326250522574
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1326250522584
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1326250522584
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326250526685
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326250529212
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326250533051
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326250542056
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326250545965
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326250547788
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326250562761
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326250565607
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326250568997
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326250575263
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326250580789
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326269815621
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326269815633
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326269820628
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326269820633
error,log,,,"Widget disposed too early for part org.eclipse.jdt.junit.ResultView",1326269820654
error,log,,,"Widget disposed too early for part org.eclipse.ui.views.ResourceNavigator",1326269820657
error,log,,,"Widget disposed too early for part org.eclipse.mylyn.tasks.ui.views.tasks",1326269820660
error,log,,,"Widget disposed too early for part org.eclipse.ui.views.ProblemView",1326269820663
error,log,,,"Widget disposed too early for part org.eclipse.jdt.ui.PackageExplorer",1326269820665
error,log,,,"Widget disposed too early for part org.eclipse.ui.views.ContentOutline",1326269820667
error,log,,,"Widget disposed too early for part org.eclipse.ui.views.AllMarkersView",1326269820669
error,log,,,"Widget disposed too early for part org.eclipse.ui.navigator.ProjectExplorer",1326269820671
activated,perspective,org.eclipse.jst.j2ee.ui,,"org.eclipse.jst.j2ee.J2EEPerspective",1327894919575
started,bundle,org.eclipse.osgi,3.7.0.v20110613,"org.eclipse.osgi",1327894919576
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110502-1955,"org.eclipse.equinox.simpleconfigurator",1327894919597
started,bundle,com.ibm.icu,4.4.2.v20110208,"com.ibm.icu",1327894919618
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1327894919618
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1327894919634
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1327894919635
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110505-0800,"org.eclipse.core.filebuffers",1327894919635
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1327894919635
started,bundle,org.eclipse.core.jobs,3.5.100.v20110404,"org.eclipse.core.jobs",1327894919650
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1327894919650
started,bundle,org.eclipse.core.resources,3.7.100.v20110510-0712,"org.eclipse.core.resources",1327894919651
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1327894919651
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1327894919664
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1327894919672
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1327894919672
started,bundle,org.eclipse.emf.common,2.7.0.v20110605-0747,"org.eclipse.emf.common",1327894919672
started,bundle,org.eclipse.emf.common.ui,2.7.0.v20110606-0949,"org.eclipse.emf.common.ui",1327894919672
started,bundle,org.eclipse.emf.ecore,2.7.0.v20110605-0747,"org.eclipse.emf.ecore",1327894919672
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20110520-1406,"org.eclipse.emf.ecore.xmi",1327894919672
started,bundle,org.eclipse.emf.edit,2.7.0.v20110606-0949,"org.eclipse.emf.edit",1327894919672
started,bundle,org.eclipse.emf.edit.ui,2.7.0.v20110606-0949,"org.eclipse.emf.edit.ui",1327894919672
started,bundle,org.eclipse.epp.mpc.ui,1.1.0.I20110525-0742,"org.eclipse.epp.mpc.ui",1327894919672
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1327894919673
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1327894919673
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1327894919673
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1327894919698
started,bundle,org.eclipse.equinox.ds,1.3.0.v20110502,"org.eclipse.equinox.ds",1327894919705
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1327894919713
started,bundle,org.eclipse.equinox.frameworkadmin,2.0.0.v20110502-1955,"org.eclipse.equinox.frameworkadmin",1327894919720
started,bundle,org.eclipse.equinox.p2.artifact.repository,1.1.100.v20110519,"org.eclipse.equinox.p2.artifact.repository",1327894919720
started,bundle,org.eclipse.equinox.p2.core,2.1.0.v20110502-1955,"org.eclipse.equinox.p2.core",1327894919728
started,bundle,org.eclipse.equinox.p2.director,2.1.0.v20110504-1715,"org.eclipse.equinox.p2.director",1327894919735
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110502-1955,"org.eclipse.equinox.p2.directorywatcher",1327894919741
started,bundle,org.eclipse.equinox.p2.engine,2.1.0.v20110511,"org.eclipse.equinox.p2.engine",1327894919742
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.2.100.v20110510,"org.eclipse.equinox.p2.extensionlocation",1327894919742
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110510,"org.eclipse.equinox.p2.metadata",1327894919763
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110511-1359,"org.eclipse.equinox.p2.metadata.repository",1327894919763
started,bundle,org.eclipse.equinox.p2.operations,2.1.0.v20110511-1821,"org.eclipse.equinox.p2.operations",1327894919779
started,bundle,org.eclipse.equinox.p2.publisher,1.2.0.v20110511,"org.eclipse.equinox.p2.publisher",1327894919788
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110510,"org.eclipse.equinox.p2.reconciler.dropins",1327894919788
started,bundle,org.eclipse.equinox.p2.repository,2.1.0.v20110601,"org.eclipse.equinox.p2.repository",1327894919811
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.1.0.v20110511,"org.eclipse.equinox.p2.touchpoint.eclipse",1327894919811
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.scheduler",1327894919811
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110502-1955,"org.eclipse.equinox.p2.updatechecker",1327894919826
started,bundle,org.eclipse.equinox.preferences,3.4.0.v20110502,"org.eclipse.equinox.preferences",1327894919826
started,bundle,org.eclipse.equinox.registry,3.5.100.v20110502,"org.eclipse.equinox.registry",1327894919826
started,bundle,org.eclipse.equinox.security,1.1.0.v20110502,"org.eclipse.equinox.security",1327894919826
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20110502-1955,"org.eclipse.equinox.simpleconfigurator.manipulator",1327894919841
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1327894919852
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1327894919853
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1327894919853
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1327894919853
started,bundle,org.eclipse.jdt.core,3.7.0.v_B61,"org.eclipse.jdt.core",1327894919853
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110505-0800,"org.eclipse.jdt.core.manipulation",1327894919853
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110518-0800,"org.eclipse.jdt.junit.core",1327894919853
started,bundle,org.eclipse.jdt.launching,3.6.0.v20110509,"org.eclipse.jdt.launching",1327894919853
started,bundle,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui",1327894919853
started,bundle,org.eclipse.jem,2.0.500.v201104271400,"org.eclipse.jem",1327894919853
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1327894919854
started,bundle,org.eclipse.jem.workbench,2.0.400.v201104251400,"org.eclipse.jem.workbench",1327894919854
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1327894919874
started,bundle,org.eclipse.jpt.common.core,1.0.0.v201105180000,"org.eclipse.jpt.common.core",1327894919874
started,bundle,org.eclipse.jpt.jpa.core,3.0.0.v201105250001,"org.eclipse.jpt.jpa.core",1327894919874
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1327894919874
started,bundle,org.eclipse.jst.common.frameworks,1.1.500.v201104081500,"org.eclipse.jst.common.frameworks",1327894919874
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1327894919874
started,bundle,org.eclipse.jst.j2ee,1.1.500.v201105122000,"org.eclipse.jst.j2ee",1327894919874
started,bundle,org.eclipse.jst.j2ee.core,1.2.100.v201105122000,"org.eclipse.jst.j2ee.core",1327894919874
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.500.v201012020700,"org.eclipse.jst.j2ee.navigator.ui",1327894919874
started,bundle,org.eclipse.jst.j2ee.ui,1.1.500.v201104151900,"org.eclipse.jst.j2ee.ui",1327894919874
started,bundle,org.eclipse.jst.j2ee.web,1.1.500.v201103021755,"org.eclipse.jst.j2ee.web",1327894919874
started,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1327894919874
started,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.500.v201105122000,"org.eclipse.jst.j2ee.webservice.ui",1327894919874
started,bundle,org.eclipse.jst.jee.ui,1.0.400.v201105122000,"org.eclipse.jst.jee.ui",1327894919874
started,bundle,org.eclipse.jst.jsf.common,1.2.3.v201104061039,"org.eclipse.jst.jsf.common",1327894919874
started,bundle,org.eclipse.jst.jsf.core,1.3.5.v201105031140,"org.eclipse.jst.jsf.core",1327894919875
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.300.v201011231608,"org.eclipse.jst.ws.jaxrs.core",1327894919875
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.utils",1327894919875
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.core",1327894919875
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1327894919875
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1327894919887
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1327894919887
started,bundle,org.eclipse.mylyn.commons.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.ui",1327894919893
started,bundle,org.eclipse.mylyn.context.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.core",1327894919893
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1327894919893
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1327894919893
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui",1327894919893
started,bundle,org.eclipse.mylyn.team.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.team.ui",1327894919893
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1327894919893
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1327894919893
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1327894919893
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1327894919893
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1327894919893
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1327894919893
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1327894919893
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1327894919894
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1327894919939
started,bundle,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.ide",1327894919940
started,bundle,org.eclipse.ui.navigator,3.5.100.I20110524-0800,"org.eclipse.ui.navigator",1327894919940
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.resources",1327894919940
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1327894919940
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1327894919940
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1327894919940
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1327894919940
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1327894919947
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1327894919947
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1327894919947
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1327894919947
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1327894919947
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.100.v201011172300,"org.eclipse.wst.common.emfworkbench.integration",1327894919947
started,bundle,org.eclipse.wst.common.frameworks,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks",1327894919947
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1327894919947
started,bundle,org.eclipse.wst.common.modulecore,1.2.100.v201105191800,"org.eclipse.wst.common.modulecore",1327894919947
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.200.v201103170332,"org.eclipse.wst.common.project.facet.core",1327894919947
started,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1327894919947
started,bundle,org.eclipse.wst.dtd.core,1.1.500.v201103300335,"org.eclipse.wst.dtd.core",1327894919947
started,bundle,org.eclipse.wst.html.ui,1.0.600.v201104211436,"org.eclipse.wst.html.ui",1327894919947
started,bundle,org.eclipse.wst.jsdt.core,1.1.100.v201104272153,"org.eclipse.wst.jsdt.core",1327894919947
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1327894919947
started,bundle,org.eclipse.wst.jsdt.ui,1.1.100.v201105041953,"org.eclipse.wst.jsdt.ui",1327894919947
started,bundle,org.eclipse.wst.sse.core,1.1.600.v201105162116,"org.eclipse.wst.sse.core",1327894919947
started,bundle,org.eclipse.wst.sse.ui,1.3.0.v201105101529,"org.eclipse.wst.sse.ui",1327894919947
started,bundle,org.eclipse.wst.validation,1.2.300.v201104190230,"org.eclipse.wst.validation",1327894919947
started,bundle,org.eclipse.wst.web,1.1.500.v201104251400,"org.eclipse.wst.web",1327894919948
started,bundle,org.eclipse.wst.xml.core,1.1.600.v201104251227,"org.eclipse.wst.xml.core",1327894919948
os,sysinfo,,,"win32",1327894919952
arch,sysinfo,,,"x86_64",1327894919952
ws,sysinfo,,,"win32",1327894919952
locale,sysinfo,,,"en_US",1327894919952
processors,sysinfo,,,"4",1327894919952
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1327894919952
java.runtime.version,sysinfo,,,"1.6.0_24-b07",1327894919952
java.specification.name,sysinfo,,,"Java Platform API Specification",1327894919952
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1327894919952
java.specification.version,sysinfo,,,"1.6",1327894919952
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1327894919952
java.version,sysinfo,,,"1.6.0_24",1327894919952
java.vm.info,sysinfo,,,"mixed mode",1327894919952
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1327894919952
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1327894919952
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1327894919952
java.vm.specification.version,sysinfo,,,"1.0",1327894919952
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1327894919952
java.vm.version,sysinfo,,,"19.1-b02",1327894919952
started,bundle,org.eclipse.jst.jsp.core,1.2.400.v201105162116,"org.eclipse.jst.jsp.core",1327894919984
started,bundle,org.eclipse.wst.wsdl.validation,1.1.502.v201104071820,"org.eclipse.wst.wsdl.validation",1327894920297
started,bundle,org.eclipse.wst.xsd.core,1.1.600.v201104070312,"org.eclipse.wst.xsd.core",1327894920334
started,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1327894920362
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1327894920451
activated,perspective,org.eclipse.jst.j2ee.ui,,"org.eclipse.jst.j2ee.J2EEPerspective",1328327120876
started,bundle,org.eclipse.osgi,3.7.0.v20110613,"org.eclipse.osgi",1328327120877
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110502-1955,"org.eclipse.equinox.simpleconfigurator",1328327120881
started,bundle,com.ibm.icu,4.4.2.v20110208,"com.ibm.icu",1328327120896
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1328327120896
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1328327120913
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1328327120913
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110505-0800,"org.eclipse.core.filebuffers",1328327120913
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1328327120913
started,bundle,org.eclipse.core.jobs,3.5.100.v20110404,"org.eclipse.core.jobs",1328327120930
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1328327120930
started,bundle,org.eclipse.core.resources,3.7.100.v20110510-0712,"org.eclipse.core.resources",1328327120930
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1328327120930
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1328327120951
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1328327120957
